"sample","count","length","legal.sublegal","family","genus","species","project","campaignid"
"1548","1","55","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1549","1","55","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1553","3","55","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1555","3","55","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1566","3","55","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1573","1","55","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1574","2","55","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1577","1","55","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1586","1","55","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1677","1","55","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1685","3","55","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1686","1","55","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1688","1","55","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1707","1","55","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1710","1","55","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1730","2","55","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1744","1","55","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1756","1","55","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1767","1","55","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1770","1","55","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1785","1","55","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1786","1","55","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1787","2","55","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1865","1","55","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1284","1","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1285","1","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1324","2","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1325","2","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1360","1","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1435","1","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1455","1","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1488","1","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1489","2","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1493","1","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1560","1","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1570","1","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1574","2","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1644","3","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1646","3","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1683","1","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1685","4","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1728","2","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1751","1","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1766","2","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1788","1","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1800","1","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1803","2","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1805","1","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1806","3","65","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1273","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1278","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1284","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1317","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1367","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1520","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1528","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1550","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1566","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1644","3","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1645","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1651","2","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1669","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1728","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1761","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1786","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1788","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1795","1","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1811","2","75","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1668","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1705","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1730","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1775","1","85","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1644","1","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1705","1","95","Legal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2017-01_Rottnest.sanctuaries_SVC"
"1885","1","25","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2024","3","25","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1934","1","30","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2034","1","30","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1925","2","40","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1934","2","40","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1974","4","40","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2008","1","40","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2027","2","40","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2029","1","40","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2031","1","40","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2032","1","40","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2281","1","40","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2298","5","40","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2302","1","40","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2341","2","40","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2343","2","40","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1950","1","45","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1960","1","45","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2286","1","45","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1874","1","50","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1885","1","50","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1923","4","50","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1930","2","50","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1953","1","50","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1963","1","50","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1974","2","50","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1979","1","50","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1984","6","50","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1986","2","50","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1995","1","50","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1999","2","50","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2008","1","50","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2011","1","50","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2031","1","50","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2033","1","50","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2077","2","50","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2100","1","50","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2107","1","50","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2111","3","50","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2154","1","50","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2215","1","50","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2217","1","50","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2223","2","50","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2276","2","50","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2282","2","50","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2302","2","50","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2314","1","50","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2341","1","50","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2343","1","50","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1945","1","55","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2173","1","55","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2293","1","55","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1874","2","60","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1895","1","60","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1900","1","60","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1925","4","60","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1926","1","60","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1934","1","60","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1944","1","60","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1950","1","60","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1953","2","60","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1962","1","60","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1963","1","60","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1976","2","60","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1977","1","60","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"1999","2","60","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2008","2","60","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2011","1","60","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
"2014","1","60","Sublegal","Palinuridae","Panulirus","cygnus","BIOL4408 Marine Ecology field trip","2018-01_Rottnest.sanctuaries_SVC"
